,SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
95872,0,0.936877076,22,0,2.746268657,200.0,2,0,0,0,0.0
85243,0,0.653833792,39,1,0.37097939,18000.0,8,0,5,0,0.0
134939,0,0.515391553,64,0,0.130322473,12000.0,11,0,2,0,3.0
71055,0,0.047177954,69,0,0.177763343,9236.0,16,0,1,0,0.0
55895,0,0.064474655,72,0,0.138172366,5000.0,5,0,0,0,0.0
125912,0,0.047190493,32,0,0.333555482,3000.0,12,0,0,0,1.0
138223,0,0.070609812,32,0,0.183350185,11867.0,17,0,2,0,1.0
66348,0,0.047536906,76,0,0.020663223,6000.0,9,0,0,0,0.0
18775,0,0.078884387,44,0,0.231224828,4220.0,5,0,1,0,3.0
91171,0,0.076394907,57,0,2547.0,6670.22123739,3,0,1,0,0.0
132294,0,0.001903726,60,0,0.000253133,7900.0,4,0,0,0,2.0
41619,0,0.219485429,66,0,0.005142367,10500.0,7,0,0,0,0.0
25197,0,0.0,31,0,0.0,2916.0,3,0,0,0,0.0
19102,0,0.033977525,58,0,0.249811983,7977.0,10,0,1,0,1.0
35274,0,0.116790461,51,1,0.402452089,8400.0,20,0,2,0,1.0
97134,0,0.746804018,62,0,0.382289417,8333.0,11,0,3,0,1.0
63673,0,0.076452599,29,0,0.188007495,1600.0,6,0,0,0,0.0
145109,0,0.011939289,64,0,43.0,6670.22123739,8,0,0,0,0.0
103296,0,0.10319484,61,0,0.124745269,6869.0,11,0,0,0,0.0
62156,0,0.000284243,77,0,0.0,6670.22123739,4,0,0,0,0.757222267861
62863,0,0.213253341,26,0,0.262105731,2250.0,4,0,0,0,0.0
89906,0,0.307763433,44,0,0.222474461,6166.0,7,0,1,0,2.0
143561,0,0.9999999,59,0,0.0,5000.0,1,0,0,0,0.0
8790,0,0.070147596,36,0,0.108906322,2166.0,2,0,0,0,0.0
96800,0,0.005962352,72,0,40.0,6670.22123739,7,0,0,0,0.0
16321,0,0.013993476,58,0,1.335731415,1667.0,9,0,1,0,1.0
125204,0,0.01210543,63,0,0.007037981,8240.0,13,0,0,0,0.0
7787,0,0.274268752,91,0,1869.0,6670.22123739,27,0,1,0,0.0
96921,0,0.091048841,64,0,0.130471894,8200.0,15,0,1,0,0.0
129955,0,0.02249481,69,0,0.200689966,6666.0,7,0,1,0,0.0
39817,0,0.304513709,48,0,0.098655494,68500.0,9,0,4,0,3.0
81033,0,0.04734681,57,0,0.235804075,9227.0,5,0,1,0,1.0
89977,0,0.016414873,60,0,0.651897296,4400.0,11,0,1,0,2.0
1912,0,0.9999999,24,0,0.176025918,925.0,1,0,0,0,0.0
131138,0,0.03192602,94,0,0.051948052,1000.0,4,0,0,0,0.0
77669,0,0.01926156,74,0,0.423817465,13191.0,14,0,3,0,1.0
146197,0,0.05532104,30,0,0.004663558,1500.0,3,0,0,0,0.0
12204,0,0.577699516,29,0,1056.0,6670.22123739,6,0,0,0,0.757222267861
75466,0,0.626702997,23,0,20.0,6670.22123739,1,0,0,0,0.757222267861
146582,0,0.0,76,0,0.0,1.0,4,0,0,0,0.0
144439,0,0.584679346,59,0,1.257161458,1535.0,10,0,1,0,1.0
94019,0,0.734884341,41,1,1.190507581,1516.0,7,0,1,0,2.0
818,0,0.053596215,86,0,68.0,6670.22123739,6,0,0,0,1.0
99798,0,0.039712395,56,0,0.39830085,2000.0,10,0,1,0,1.0
36193,0,0.256049961,64,0,0.067644119,3000.0,13,0,0,1,0.0
62476,0,0.256256847,61,0,0.241328663,8850.0,10,0,1,0,1.0
74124,0,0.904852121,48,1,0.445622004,3962.0,15,0,2,0,0.0
103987,0,0.013244783,55,0,293.0,6670.22123739,5,0,0,0,0.0
93462,0,0.953838558,27,3,271.0,6670.22123739,5,0,0,0,0.0
33936,0,0.9999999,57,0,0.717509283,3500.0,4,0,1,0,0.0
122314,0,0.829560586,39,0,0.125979003,6000.0,5,0,0,0,4.0
43352,0,0.025647673,65,0,0.0059997,6666.0,4,0,0,0,0.0
145757,0,0.043858425,48,0,0.261150102,8833.0,7,0,1,0,3.0
41067,0,0.83963248,67,1,0.519081819,7100.0,14,0,1,0,0.0
8471,0,0.808756866,69,1,0.399891628,3690.0,8,0,1,0,0.0
36203,0,0.9999999,60,0,9.0,6670.22123739,1,0,0,0,0.757222267861
81704,0,0.24526498,51,0,0.953080375,2450.0,16,0,1,0,0.0
85219,0,0.001535323,76,0,1119.0,6670.22123739,6,0,1,0,0.0
56384,0,0.047309089,42,1,0.483096828,9583.0,6,0,2,0,1.0
94913,0,0.024747938,30,0,0.002908033,2750.0,5,0,0,0,0.0
37713,0,0.058541907,24,0,0.010745891,3163.0,3,0,0,0,0.0
6516,0,0.483646515,54,0,0.354577241,6291.0,2,0,1,0,3.0
65668,0,0.177608476,50,0,0.111494558,3766.0,9,0,0,0,0.0
98407,0,0.741179831,38,0,0.048407245,3201.0,2,0,0,1,2.0
102537,0,0.107544623,62,0,0.295264624,2871.0,7,0,1,0,0.0
77533,0,0.001049948,75,0,0.0,6000.0,3,0,0,0,0.0
87490,0,0.9999999,58,1,0.591699673,5806.0,7,0,1,0,2.0
47052,0,0.091054382,62,0,64.0,6670.22123739,5,0,0,0,0.0
21228,0,0.207545482,48,0,0.207960773,10400.0,11,0,1,0,0.0
149490,0,0.131457845,48,2,0.078490189,8000.0,8,0,0,0,1.0
125811,0,0.003286224,70,0,9.0,6670.22123739,7,0,0,0,0.0
45092,0,7.63e-05,42,0,0.235003529,7084.0,9,0,1,0,2.0
129761,0,0.366960279,70,0,0.151461988,3419.0,8,0,0,0,0.0
71641,0,0.452156527,23,0,134.0,6670.22123739,2,0,0,0,0.0
53040,0,0.264675199,60,0,0.282929268,4000.0,16,0,0,0,1.0
5755,0,0.00800189,39,0,453.0,6670.22123739,19,0,0,0,0.0
139527,0,1.083832335,30,0,16.0,6670.22123739,1,0,0,0,0.0
126168,0,0.03172311,63,0,0.01118608,5631.0,8,0,0,0,0.0
7629,0,0.041441201,59,0,0.013920526,3950.0,3,0,0,0,0.0
39622,0,0.855754097,48,0,0.290677331,4000.0,4,0,0,0,1.0
136669,0,0.182567343,49,0,2679.0,6670.22123739,8,0,2,0,0.0
96428,0,0.431528808,56,0,2261.0,6670.22123739,8,0,1,0,0.0
65234,0,0.0,30,0,578.0,6670.22123739,4,0,0,0,0.0
54723,0,0.992010652,32,7,0.090379009,2400.0,7,2,0,0,0.0
67059,0,0.309334557,76,1,1.667956157,1550.0,12,0,2,0,0.0
37595,0,0.031730177,53,0,0.563014292,4617.0,15,0,2,0,2.0
91271,0,0.057330945,42,0,0.254772438,16500.0,15,0,1,0,2.0
105428,0,0.077842793,84,0,0.030468936,4200.0,9,0,0,0,0.0
5633,0,0.822886688,38,1,0.516247292,6000.0,11,0,1,0,3.0
17204,0,0.733266671,56,0,0.484206317,2500.0,11,0,1,0,0.0
108662,0,0.021522785,34,0,0.228266396,5900.0,5,0,1,0,0.0
98721,0,0.041084269,66,0,911.0,6670.22123739,5,0,1,0,0.0
140974,0,0.271865551,78,0,0.313422264,8470.0,9,0,2,0,0.0
94955,0,0.210569377,43,1,0.536178905,9300.0,9,0,2,0,0.0
45452,0,0.015926734,58,0,2886.0,6670.22123739,10,0,1,0,0.0
140704,0,0.9999999,55,0,0.0,6000.0,0,0,0,0,1.0
77189,0,0.311477503,61,0,0.392253521,7099.0,9,0,2,0,1.0
26523,0,0.025813921,63,0,0.354299218,5500.0,17,0,2,0,1.0
73593,0,0.02258167,64,0,0.292823621,10227.0,13,0,2,0,0.0
143138,0,0.806416727,29,0,0.560554419,4400.0,11,0,0,0,0.0
78934,0,0.079526227,35,0,0.76801721,2788.0,5,0,2,0,0.0
33095,0,0.628650564,65,0,1827.0,6670.22123739,9,0,0,0,0.0
7897,0,0.533817699,65,0,0.219239968,3762.0,6,0,0,0,2.0
134982,0,0.9999999,50,1,0.131498471,4250.0,5,1,1,0,0.0
100802,0,0.710373545,48,0,0.880940715,2040.0,11,0,0,0,0.0
34967,0,0.471543923,33,0,0.41716659,6500.0,11,0,1,0,0.0
144721,0,0.010198,35,0,0.182007497,2400.0,5,0,1,0,0.0
30539,0,0.002679893,50,0,0.597973874,3750.0,8,0,2,0,0.0
53489,0,0.0,39,0,0.529996572,2916.0,5,0,1,0,1.0
49608,0,0.014157091,50,0,0.289826104,5002.0,5,0,1,0,1.0
129167,0,0.139126682,36,0,2167.0,6670.22123739,15,0,1,0,0.0
73330,0,0.00879824,28,0,0.3288493,5500.0,8,0,2,0,0.0
87653,0,0.560065239,44,0,0.118126965,23533.0,11,0,0,0,0.0
46665,0,0.9999999,69,0,0.007199424,4166.0,1,0,0,0,0.0
88280,0,0.191525068,43,0,0.604409857,3083.0,4,0,1,0,0.0
142704,0,0.280518292,31,0,0.254872564,2000.0,6,0,0,0,0.0
101169,0,0.073792621,32,0,0.480890661,6017.0,3,0,1,0,2.0
42717,0,0.119377455,40,0,0.292341532,5000.0,8,0,2,0,1.0
90394,0,0.28281447,52,0,0.346206724,8000.0,11,0,2,0,0.0
65144,0,0.241423781,76,0,0.124627771,9066.0,6,0,1,0,1.0
65140,0,0.077027732,65,0,617.0,6670.22123739,12,0,0,0,0.0
14738,0,0.854096408,66,0,0.495945411,10111.0,19,0,3,0,0.0
15820,0,0.190971996,64,0,3107.0,6670.22123739,12,0,2,0,0.0
61877,0,0.450716143,50,0,0.075683131,11600.0,3,0,0,0,0.0
54653,0,0.19847088,44,0,0.33284954,6200.0,11,0,1,0,3.0
27513,0,0.104561865,62,0,0.278428094,4783.0,16,0,1,0,0.0
41229,0,0.9999999,54,0,0.674586033,4166.0,7,0,2,0,2.0
108485,0,0.45275453,34,0,1.210315874,2500.0,9,0,1,0,0.0
61145,0,0.007089373,48,0,0.28418537,9623.0,16,0,2,0,0.0
114667,0,0.26101017,61,0,0.352448169,4533.0,8,0,1,0,1.0
135214,0,0.460357801,52,0,2690.0,6670.22123739,14,0,2,0,0.0
23110,0,0.460515156,45,0,0.301415887,16667.0,12,0,1,0,4.0
132965,0,0.13977586,62,0,0.384871709,3000.0,7,0,1,0,0.0
22176,0,0.031770264,68,0,0.317498734,17766.0,21,0,3,0,0.0
87851,0,0.736452709,63,0,0.247501,2500.0,3,0,0,0,0.0
106092,0,0.0,60,0,0.227277272,10000.0,11,0,2,0,3.0
144819,0,0.372914193,61,0,0.530791789,3750.0,7,0,1,0,0.0
6666,0,0.15689036,41,0,0.288871113,10000.0,4,0,1,0,0.0
132808,0,0.143769791,73,0,0.03006638,2560.0,4,0,0,0,0.0
101729,0,0.030905284,87,0,0.149570086,5000.0,9,0,1,0,1.0
79742,0,0.260012032,38,0,0.344961671,9000.0,9,0,4,0,0.0
106014,0,0.9999999,50,1,0.222901612,1798.0,2,0,0,0,1.0
136324,0,0.023285899,47,0,0.347519549,7800.0,7,0,1,0,0.0
122236,0,0.028848558,26,0,0.011103854,1530.0,9,0,0,0,0.0
40092,0,0.04462908,37,0,77.0,6670.22123739,16,0,0,0,3.0
149499,0,0.00287488,50,0,0.277460929,13500.0,11,0,3,0,0.0
147441,0,0.344447035,60,0,0.368315842,2000.0,6,0,0,0,0.0
147252,0,0.00927071,59,0,0.712902218,3200.0,16,0,1,0,0.0
18155,0,0.145635045,45,0,2669.0,6670.22123739,6,0,1,0,3.0
46068,0,0.224065148,47,0,0.283346037,10495.0,10,0,2,0,2.0
103581,0,0.321570368,31,0,0.068515295,8041.0,10,0,0,0,0.0
127037,0,0.954340943,57,0,0.14317757,2674.0,4,0,0,0,1.0
72207,0,0.33212936,44,0,0.541383017,5581.0,6,0,2,0,0.0
131906,0,0.0,35,1,0.070185963,3333.0,10,0,0,0,1.0
19692,0,0.0217678,67,0,0.093266254,2583.0,8,0,0,0,0.0
10390,0,0.019549511,73,0,0.01641497,6091.0,6,0,0,0,1.0
70536,0,0.444079173,46,2,0.353759235,2300.0,7,0,1,2,0.0
31813,0,0.752921787,68,0,0.747460261,8366.0,25,0,1,0,1.0
55708,0,0.909980183,60,0,0.598605271,9750.0,23,0,1,0,0.0
116116,0,0.02924413,71,0,0.345869997,7045.0,18,0,2,0,1.0
60932,0,0.089773875,59,0,0.186420837,3416.0,21,0,0,0,0.0
136937,0,0.035767476,66,0,0.008767123,5474.0,7,0,0,0,0.0
55201,0,0.230194885,51,0,1.180428135,4250.0,9,0,3,0,3.0
92391,0,0.0,28,0,43.0,6670.22123739,1,0,0,0,0.757222267861
17973,0,0.168848885,64,0,0.633220797,7404.0,17,0,1,0,0.0
114895,0,0.136207308,38,0,0.399541885,9167.0,10,0,2,0,2.0
129958,0,0.0,40,0,0.158247855,15500.0,6,0,1,0,0.0
73765,0,0.194288363,35,0,0.167350805,9500.0,19,0,1,0,0.0
132289,0,0.042463153,66,0,0.059993183,8800.0,6,0,0,0,0.0
120198,0,0.372627373,33,1,0.004398241,2500.0,1,0,0,0,0.0
38489,0,0.592200967,57,0,0.488303989,28000.0,20,0,3,0,1.0
116087,0,0.425188951,56,1,0.07754734,4435.0,8,0,0,0,1.0
144436,0,0.725929489,43,4,0.482025715,3810.0,9,0,1,0,0.0
76769,0,0.016696945,75,0,0.00980859,10500.0,20,0,0,0,0.0
36874,0,0.880874608,53,0,0.752335085,6851.0,8,0,3,0,2.0
19750,0,0.9999999,59,0,0.156867451,12500.0,4,0,2,0,0.0
146106,0,0.406657206,30,0,0.089569601,7736.0,6,0,0,0,0.0
45833,0,0.002947651,27,1,1.29925187,400.0,6,0,0,0,0.0
136726,0,0.04281429,29,0,0.017633158,5500.0,10,0,0,0,0.0
8406,0,0.094526518,70,0,0.04048913,3679.0,5,0,0,0,0.0
85855,0,0.11413392,33,1,0.073366834,2984.0,6,0,0,0,0.0
80304,0,0.003254245,79,0,0.309186352,3809.0,11,0,3,0,1.0
66606,0,0.0,60,0,1544.0,6670.22123739,6,0,1,0,0.0
86807,0,0.707404986,64,1,2648.0,6670.22123739,12,0,2,0,0.0
53828,0,0.045552803,73,0,0.404132415,4500.0,5,0,1,0,1.0
125939,0,0.761258817,42,1,0.341674167,5554.0,8,0,1,0,0.0
124313,0,0.132317328,56,3,2011.0,6670.22123739,16,0,1,0,0.0
15262,0,0.09725163,38,1,0.04217233,3295.0,10,0,0,1,1.0
146073,0,0.178481273,42,0,0.480791496,9500.0,15,0,1,0,2.0
33741,0,0.087113031,73,0,32.0,6670.22123739,1,0,0,0,0.757222267861
90367,0,0.606948126,63,0,1234.0,6670.22123739,9,0,2,1,1.0
20720,0,0.175461793,72,1,0.518686027,4200.0,12,0,2,0,0.0
139755,0,0.868565717,26,0,0.263970922,2200.0,3,0,0,0,0.0
28340,0,0.036051683,47,0,0.253303965,8625.0,10,0,1,0,2.0
74873,0,0.9999999,41,0,13.0,6670.22123739,0,0,0,0,0.0
72345,0,0.001227962,50,1,0.449092344,3800.0,8,0,1,1,0.0
91762,0,0.00228385,63,0,0.16961013,3000.0,5,0,0,0,0.0
8465,0,0.022523599,72,0,0.110240078,4081.0,6,0,1,0,2.0
20613,0,0.463085963,39,0,0.254135612,5500.0,11,0,0,0,0.0
13556,0,0.356146736,58,0,0.433346666,17500.0,21,0,3,0,2.0
62362,0,0.77263639,32,0,0.090909091,1957.0,2,0,0,1,2.0
62029,0,0.961377918,31,0,1.18582825,2130.0,7,0,1,0,2.0
124428,0,0.465914595,64,0,0.52278246,7000.0,13,0,2,0,0.0
130526,0,0.061938062,34,1,0.584842776,6900.0,8,0,2,0,1.0
71280,0,0.066891005,51,0,0.609313339,3800.0,18,0,1,0,2.0
36831,0,0.0,52,0,0.400481392,5400.0,13,0,2,0,1.0
105752,0,0.096130129,45,0,0.362678909,3702.0,4,0,1,0,2.0
57446,0,0.923443062,66,1,0.719653748,5082.0,5,0,2,0,1.0
131100,0,0.428162785,45,0,0.489942277,5716.0,9,0,2,0,0.0
96035,0,0.027918526,61,0,0.430805032,13750.0,14,0,3,0,2.0
136564,0,0.254455161,58,0,0.420686345,12500.0,16,0,4,0,2.0
147721,0,0.326374761,48,0,0.3825012,8331.0,13,0,2,0,1.0
77988,0,0.692869134,34,0,0.374628964,6400.0,10,0,1,0,1.0
89065,0,0.222448025,72,0,0.376746389,8445.0,12,0,2,0,1.0
139265,0,0.145548205,68,0,0.211653813,3500.0,4,0,0,0,0.0
96958,0,0.365612917,62,0,0.184421182,9743.0,11,0,0,0,0.0
141030,0,0.000149993,60,0,0.017207223,17666.0,4,0,0,0,1.0
7457,0,0.000763228,57,0,0.169749009,9083.0,5,0,1,0,1.0
126730,0,0.201938835,40,0,712.0,0.0,8,0,0,0,4.0
61834,0,0.9999999,78,0,0.000499917,6000.0,4,0,0,0,0.0
50861,0,0.023530354,41,0,1.306695464,925.0,5,0,2,0,2.0
2418,0,0.08678719,41,1,0.015623373,9600.0,5,0,0,0,3.0
41015,0,0.713001062,35,0,0.173404394,15385.0,7,0,0,0,2.0
30542,0,0.924840733,81,0,1886.0,6670.22123739,17,0,0,0,1.0
11144,0,0.088398667,38,0,0.281674047,7000.0,6,0,1,0,2.0
52148,0,0.207824339,60,0,0.532733633,2000.0,6,0,0,0,0.0
23670,0,0.219154135,39,0,0.094458988,9167.0,5,0,0,0,0.0
45344,0,0.0,52,0,1855.0,0.0,3,0,1,0,0.0
139234,0,0.111725885,43,0,0.75684854,17667.0,10,0,4,0,0.0
38499,0,0.780406531,60,0,0.127790179,3583.0,6,0,0,0,2.0
134227,0,0.960577457,61,0,0.176126878,2395.0,8,0,0,0,1.0
5448,0,0.627712606,64,0,0.487323944,4969.0,8,0,2,0,0.0
52788,0,0.276685512,30,0,0.098987627,8000.0,8,0,0,0,0.0
135619,0,0.025179529,78,0,0.318501171,1280.0,5,0,1,0,0.0
45949,0,0.007948357,39,0,0.685662867,3333.0,11,0,1,0,0.0
61170,0,0.037197024,67,0,12.0,6670.22123739,2,0,0,0,0.757222267861
45672,0,0.533679216,34,0,0.191349934,3051.0,7,0,0,0,1.0
84741,0,0.325806965,40,0,0.562348236,7000.0,15,0,2,0,2.0
107912,0,0.0,48,0,1328.0,6670.22123739,3,0,2,0,0.0
130051,0,0.137661475,39,0,0.810836373,7400.0,10,0,1,0,3.0
1621,0,0.0,49,0,0.355376308,15000.0,12,0,2,0,3.0
93170,0,0.9999999,37,0,0.240389544,1950.0,3,1,0,0,1.0
115828,0,0.010013963,69,2,0.283471671,11083.0,14,0,2,0,1.0
82178,0,0.066096695,28,0,0.128575871,6431.0,8,0,0,0,0.0
16343,0,0.0,32,0,1.093488072,1550.0,5,0,1,0,1.0
129331,0,0.023899403,58,0,0.119847812,4730.0,4,0,0,0,1.0
119287,0,0.265911333,51,0,0.592447552,3574.0,9,0,2,0,3.0
4095,0,0.126834927,49,0,0.724545909,6000.0,15,0,2,0,0.0
133431,0,0.002750474,63,0,0.290623898,5673.0,16,0,2,0,1.0
975,0,0.352319991,43,0,0.246784845,8630.0,8,0,0,0,1.0
35017,0,0.008967287,45,0,0.382420844,6063.0,6,0,2,0,0.0
100559,0,0.535351754,47,0,0.41181258,8600.0,8,0,2,0,2.0
82705,0,0.230117992,54,0,0.318434078,6666.0,5,0,1,0,2.0
46606,0,0.219536198,40,0,0.06572247,6283.0,8,0,0,0,4.0
10371,0,0.036259293,74,0,0.074119936,5652.0,3,0,0,0,0.0
54990,0,0.051832485,61,0,0.497265625,2559.0,16,0,1,0,0.0
115096,0,0.249221978,34,0,0.054054054,2700.0,3,0,0,0,0.0
101102,0,0.023766336,37,0,0.39868869,7930.0,6,0,3,0,0.0
14969,0,0.205334105,44,3,0.446392863,6500.0,12,0,1,0,2.0
122451,0,0.077158671,54,0,0.448765687,7250.0,18,0,3,0,2.0
96722,0,0.218744212,60,0,0.344670789,10995.0,21,0,4,0,1.0
14167,0,0.445708071,58,0,0.323599739,13800.0,8,0,1,0,0.0
22949,0,0.019060418,66,0,0.084719962,19050.0,10,0,1,0,0.0
82750,0,0.005233159,85,0,4.0,6670.22123739,2,0,0,0,0.0
49045,0,0.057819889,72,0,0.027192749,3750.0,15,0,0,0,0.0
22778,0,0.225940198,60,0,0.209801693,7916.0,6,1,1,0,0.0
77903,0,0.9999999,65,0,0.242671326,5150.0,5,0,0,0,0.0
18593,0,0.038940331,63,0,1386.0,6670.22123739,11,1,2,0,0.0
110017,0,0.090825765,65,0,3788.0,6670.22123739,7,0,2,0,0.0
24875,0,0.046684092,47,0,1803.0,6670.22123739,7,0,4,0,2.0
58750,0,0.929155313,28,0,0.207708779,1400.0,7,0,0,0,0.0
56071,0,0.178543088,45,0,0.213291423,4453.0,6,0,0,0,1.0
54141,0,0.261841614,56,2,0.61881957,7725.0,9,0,1,0,0.0
104349,0,0.899820036,43,1,0.467135716,5400.0,5,0,2,0,0.0
46961,0,0.051920073,52,0,0.284571543,10000.0,11,0,2,0,0.0
111558,0,0.0,54,0,0.4540625,6399.0,15,0,1,0,2.0
11671,0,0.0,50,0,3300.0,6670.22123739,7,0,1,0,3.0
109231,0,0.315875882,51,0,0.578724903,2838.0,9,0,1,0,0.0
81712,0,0.445354812,73,0,96.0,6670.22123739,4,0,0,0,0.0
45980,0,0.024679719,85,0,0.01076647,3900.0,7,0,0,0,0.0
112646,0,0.733804476,31,0,0.387434555,2100.0,9,0,0,0,0.0
64381,0,0.258416266,46,0,2871.0,6670.22123739,6,0,1,0,0.0
5803,0,0.0,61,0,811.0,6670.22123739,8,0,2,0,0.0
122105,0,1.011952191,24,1,0.068931069,1000.0,4,0,0,0,2.0
116845,0,0.478023726,43,0,0.162941961,5995.0,3,1,1,0,2.0
145582,0,0.026133722,39,0,0.186499795,9747.0,13,0,1,0,0.0
120700,0,0.024336205,40,1,0.075703471,7000.0,9,0,0,0,2.0
56491,0,0.513351657,59,0,0.407675195,7191.0,5,0,2,0,1.0
111315,0,0.272326446,63,1,0.393876276,4800.0,18,0,1,0,1.0
32116,0,0.000735258,43,0,0.909764488,3778.0,8,1,1,0,2.0
47161,0,1.001739055,85,0,0.576986003,5500.0,4,0,2,0,1.0
119141,0,0.094938835,56,1,2255.0,6670.22123739,6,0,2,0,0.0
55611,0,0.0,32,0,0.0,10500.0,2,0,0,0,0.0
113918,0,0.701316843,57,0,0.310875442,4808.0,8,0,0,0,0.0
126585,0,0.019321215,79,0,0.001624797,8000.0,2,0,0,0,0.0
130801,0,0.458751375,40,0,0.193940303,20000.0,8,0,1,0,0.0
83211,0,0.609133057,46,0,0.131931968,16697.0,11,0,1,0,2.0
84804,0,0.205598982,55,0,0.743954481,1405.0,5,0,0,0,0.0
41783,0,0.212627669,57,0,0.189946328,7638.0,4,0,1,0,0.0
950,0,0.0,80,1,1589.0,6670.22123739,8,0,1,0,0.0
8857,0,0.038438768,63,0,0.309566787,5539.0,12,0,1,0,0.0
2037,0,0.950105123,46,0,0.52499494,4940.0,5,0,1,0,3.0
72810,0,0.013474291,48,0,0.355792466,7034.0,5,0,1,0,0.0
130374,0,0.08370084,83,0,0.336681476,5176.0,15,0,1,0,0.0
133704,0,0.9999999,54,2,0.458894922,15654.0,10,0,2,0,3.0
37420,0,0.562628292,61,0,0.491886576,6100.0,10,0,1,0,1.0
43898,0,0.007338024,37,0,0.352729454,5000.0,14,0,1,0,0.0
58920,0,0.000982343,60,0,0.54187665,4166.0,8,0,2,0,0.0
141825,0,0.03462622,72,0,55.0,6670.22123739,3,0,0,0,0.0
71736,0,0.037903394,54,0,0.031803726,2200.0,8,0,0,0,0.0
12720,0,0.0,39,0,0.361122705,9583.0,7,0,2,0,0.0
143600,0,0.078203119,26,0,0.025764895,3725.0,8,0,0,0,0.0
145726,0,1.003951623,41,1,0.197740113,2300.0,4,0,0,0,2.0
128386,0,0.099622037,38,0,0.745200698,4583.0,8,0,2,0,1.0
74524,0,0.019866288,63,0,0.256951103,7300.0,10,0,3,0,0.0
141187,0,0.825783972,65,2,0.803732089,3000.0,6,0,1,0,0.0
146681,0,0.0,67,0,0.059382423,841.0,4,0,0,0,0.0
79323,0,0.446043165,38,0,0.129646985,3200.0,4,0,0,0,1.0
144539,0,0.124046164,46,0,0.3,8019.0,11,0,1,0,1.0
107011,0,0.351197756,27,1,0.063261225,5500.0,8,0,0,0,0.0
67942,0,0.91005291,50,2,0.45612042,3520.0,7,0,2,0,2.0
49801,0,0.140219106,67,0,1.002971089,8750.0,10,0,4,0,0.0
108242,0,0.763423517,47,2,0.269433394,9300.0,10,1,3,0,3.0
122053,0,0.049598474,46,0,1910.0,6670.22123739,6,0,1,0,0.0
112657,0,0.640805263,49,4,0.389717524,12000.0,22,0,2,0,1.0
79238,0,0.02139383,51,0,0.379217997,5600.0,12,0,2,0,1.0
2459,0,0.819311085,51,0,0.508774298,7407.0,14,0,2,0,0.0
131978,0,0.117398295,45,0,0.431939766,5046.0,6,0,1,0,3.0
8975,0,0.005830079,51,0,0.077501881,3986.0,6,0,0,0,2.0
43001,0,0.739426057,62,1,0.271247529,8600.0,9,0,1,0,0.0
49099,0,0.145297892,85,0,3848.0,6670.22123739,19,0,2,0,0.0
143515,0,0.0,24,1,0.601156069,864.0,3,0,0,0,0.0
109044,0,0.584940312,31,0,0.18036286,2810.0,2,0,0,0,2.0
23458,0,0.9999999,50,1,0.126116926,7833.0,4,1,1,0,0.0
79443,0,0.025899353,43,0,0.336095847,11100.0,8,0,2,0,0.0
61345,0,0.00938569,59,0,8.0,6670.22123739,8,0,0,0,0.0
70805,0,0.014692968,60,0,0.037392521,5000.0,12,0,0,0,0.0
110404,0,0.074167488,56,0,2958.0,6670.22123739,19,0,2,0,0.757222267861
62689,0,0.528188725,28,0,0.195533628,3850.0,3,0,1,0,2.0
139661,0,0.002674933,40,1,230.0,0.0,4,0,1,0,4.0
7334,0,0.444141123,50,0,0.260761946,9291.0,6,0,1,0,3.0
72310,0,0.041012477,63,0,0.431479462,2750.0,5,0,1,0,2.0
148777,0,0.508233421,87,0,0.528610354,1100.0,8,0,1,0,0.0
58351,0,0.870967742,50,0,0.296361399,11377.0,12,0,1,0,0.0
145598,0,0.9999999,55,0,0.0,6670.22123739,1,0,0,0,4.0
100516,0,0.0,36,0,0.909418116,5000.0,11,0,2,0,0.0
94996,0,0.9999999,70,0,1402.0,6670.22123739,5,0,2,0,0.0
66273,0,0.029675505,71,0,1426.0,6670.22123739,4,0,1,0,0.0
100093,0,0.468293097,47,1,0.452150957,16666.0,13,0,2,0,3.0
98817,0,0.300823514,45,0,0.37526692,10770.0,14,0,2,0,1.0
15202,0,0.813647535,59,0,0.256631023,7200.0,7,0,1,0,1.0
60969,0,0.029878918,72,0,0.344062424,4100.0,10,0,1,0,0.0
136773,0,0.011737381,62,0,0.113510919,8333.0,6,0,0,0,2.0
45963,0,0.018953555,67,0,1.508491508,1000.0,10,0,1,0,0.0
4975,0,0.129974005,88,0,29.0,6670.22123739,5,0,0,0,0.0
6189,0,0.062460962,23,0,0.000718735,4173.0,2,0,0,0,0.0
140890,0,0.829567731,53,0,0.296282732,5460.0,4,0,0,0,0.0
1204,0,0.0,37,1,1898.0,6670.22123739,3,0,1,0,0.0
125705,0,0.9999999,92,0,0.0,6670.22123739,2,0,0,0,0.0
109538,0,0.114888628,38,0,0.260199005,2009.0,7,0,0,0,1.0
119166,0,0.750949937,38,0,0.135135135,5364.0,2,0,0,0,3.0
141948,0,2.170965552,52,1,0.445726372,10400.0,18,0,1,0,1.0
46776,0,0.540213539,47,0,0.252338197,5345.0,7,0,0,0,1.0
19175,0,0.038824932,50,0,0.46538389,5300.0,7,0,2,0,2.0
